,project_group_id,project_name,num_workflows,num_workflows_prev,num_agents,num_agents_prev,num_submissions,num_submissions_prev,num_submissions_per_min,num_submissions_per_min_prev,avg_first_good_submission_rate,avg_first_good_submission_rate_prev,avg_rejection_rate,avg_rejection_rate_prev,avg_quality_score,avg_quality_score_prev,avg_rework_time,avg_rework_time_prev,num_workflows_movt,num_agents_movt,num_submissions_movt,num_submissions_per_min_movt,avg_first_good_submission_rate_movt,avg_rejection_rate_movt,avg_quality_score_movt,avg_rework_time_movt,is_missing
39,245,UDT1-R2 Brand Multi Step- VST,39,39,39,39,47322.0,59856.0,154310.8695652174,248338.72340425532,100.0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.20940256615878108,-0.37862743494084794,0.0,,,,False
40,107,HOR1 - Titles Only - High Prio,4,,4,,114.0,,135.71428571428572,,98.9575,,0.010416666666666666,,99.5825,,0.0925,,,,,,,,,,True
41,684,HST2.3.6 Aerial Workflow - API,273,181,273,181,10032.0,4590.0,695.6226664296055,230.60908957166922,93.87208791208798,86.90082872928181,0.06163093603965336,0.13123723004821414,,,4.466666666666664,4.36966850828729,0.5082872928176796,0.5082872928176796,1.1856209150326797,2.0164581444801133,0.08022085962521038,-0.5303852724031795,,0.022198058776177643,False
42,1605,TPT Analysis - Body Annotation,58,,58,,130.0,,1.082931901680124,,91.66672413793103,,0.0,,,,0.0,,,,,,,,,,True
43,959,WPO1- Product-Ads low priority,10,,10,,1450.0,,700.4830917874397,,100.0,,0.0,,99.55666666666667,,1.5349999999999993,,,,,,,,,,True
44,734,EDI Specific Surface-Prod. 2022,71,90,71,90,5836.0,11371.0,965.3922322406281,3055.351545006716,90.43661971830986,85.74033333333331,0.01735221328836929,0.1438266792930267,77.17500000000001,91.185,1.0216901408450703,0.6682222222222223,-0.2111111111111111,-0.2111111111111111,-0.48676457655439276,-0.6840323550269218,0.054773362808361835,-0.8793533065376794,-0.1536436913966112,0.5289676201539129,False
45,107,HOR1 - Titles Only - Medium Prio,6,,6,,134.0,,131.80327868852459,,82.30166666666666,,0.010317460317460319,,99.22,,0.16333333333333333,,,,,,,,,,True
46,293,GPL6_Body_Tracking - 29 keypoints,140,,140,,5992.0,,664.8490996703017,,94.73800000000003,,0.0526988513971857,,98.95819277108437,,0.6782142857142857,,,,,,,,,,True
47,293,GPL6_ARVR_IMCS_37_INSTANCE_SEG_PROD,585,333,580,330,12075.0,6590.0,573.7082807451848,334.02742578462124,92.29189743589743,92.90354354354355,0.07173190092363453,0.06700701091295456,98.42261146496809,98.64396396396403,4.867247863247862,4.7198798798798824,0.7567567567567568,0.7575757575757576,0.8323216995447648,0.7175484300355272,-0.006583668225307759,0.07051336787456215,-0.0022439538122860114,0.031222824969802065,False
48,1362,BPG-P1-DS2 - GoldSample - Production,461,480,443,478,4680.0,4031.0,112.45080394600437,38.72966041288982,84.6966377440348,45.750499999999974,0.12703411941261067,0.38417364576385454,,,4.883470715835139,6.746229166666665,-0.03958333333333333,-0.07322175732217573,0.16100223269660133,1.9034802460746343,0.8512723957997148,-0.6693315098175773,,-0.2761184663034389,False
49,293,GPL6_AUTHPRES_HANDTRACKING_KEYPOINTS,135,80,131,77,9608.0,5649.0,1889.382529023611,1059.2785317488224,99.17614814814814,98.35474999999998,0.008129400475445768,0.016401997311863998,98.89642201834863,97.99949367088614,0.8394074074074077,1.7338749999999996,0.6875,0.7012987012987013,0.7008320056647194,0.7836503548356855,0.008351382603770155,-0.5043652110852648,0.009152377363036852,-0.5158777839190207,False
50,82,GTY3 New Workflow: Production Project,202,226,202,226,129473.0,149275.0,249532.92624749566,280643.45728308766,99.98930693069302,99.99380530973444,0.00010629355141504544,6.172334272504949e-05,,,0.04242574257425741,0.03340707964601773,-0.10619469026548672,-0.10619469026548672,-0.13265449673421537,-0.1108542894132412,-4.4986577193339605e-05,0.7220964828255778,,0.26996262540161126,False
51,245,UDT1-R2 Brand Multi Step- VST - Cleanup,8,,8,,1358.0,,2843.9790575916227,,100.0,,0.0,,,,0.0,,,,,,,,,,True
52,823,AUF1 - Revised Workflow 2 API - Training,6,30,6,30,917.0,5780.0,433.2283464566929,1949.628963346076,100.0,100.0,0.0,0.0,88.535,92.60366666666667,0.0,0.0,-0.8,-0.8,-0.8413494809688581,-0.7777893360215786,0.0,,-0.04393634521311257,,False
53,293,GPL6_AUTHPRES_HANDTRACKING_KEYPOINTS_TEST,24,1,23,1,578.0,1.0,87.5205047318612,0.21321961620469082,100.0,0.0,0.0,0.0,,,2.8504166666666664,4.69,23.0,22.0,577.0,409.471167192429,inf,,,-0.39223525230987927,False
54,684,HST2.3.4 Aerial Workflow_API Review and Fix,165,81,165,81,5723.0,3263.0,315.9392408451412,219.8019060925104,99.86127272727269,100.0,0.001378778175117542,0.0,99.53414285714288,99.80617283950615,0.5789090909090908,0.0,1.037037037037037,1.037037037037037,0.7539074471345387,0.4373817154805222,-0.0013872727272730857,inf,-0.002725582743270836,inf,False
55,293,GPL6_Body_Tracking - 29 keypoints - Training,35,84,35,83,540.0,2418.0,55.69306930693068,172.06028107448728,100.0,95.53571428571426,0.0,0.043126203211526805,100.0,98.40098765432097,0.162,0.8510714285714288,-0.5833333333333334,-0.5783132530120482,-0.7766749379652605,-0.6763165272128064,0.04672897196261707,-1.0,0.016249962361112674,-0.809651699538397,False
56,1750,MJD1-Trial,6,,6,,12.0,,0.26723082062131165,,8.333333333333334,,0.6111111111111112,,,,5.481666666666667,,,,,,,,,,True
57,1606,QUP1- Trial,2,2,2,2,2.0,2.0,0.45197740112994345,0.006299212598425197,0.0,100.0,0.5,0.0,,100.0,3.305,0.0,0.0,0.0,0.0,70.75141242937852,-1.0,inf,,inf,False
58,1165,Segmentation,7,,7,,14.0,,0.2331168676704964,,42.857142857142854,,0.0,,100.0,,45.18714285714286,,,,,,,,,,True
59,1470,QSJ1-Sillbeam,12,5,12,5,148.0,93.0,11.995137106578415,6.315360586717371,54.723333333333336,57.331999999999994,0.18573232323232322,0.042358974358974365,,99.2,2.655833333333333,1.044,1.4,1.4,0.5913978494623656,0.8993590218438037,-0.045501058164143196,3.3847219165015763,,1.54390166028097,False
60,1595,AGO3 Practice 2,5,161,2,119,5.0,163.0,0.016888696733050504,0.4033724475852526,80.0,99.37888198757764,0.0,0.006211180124223602,98.0,,5.692000000000001,0.0,-0.968944099378882,-0.9831932773109243,-0.9693251533742331,-0.9581312585077317,-0.19500000000000003,-1.0,,inf,False
61,1351,TBM4-D Production,21,13,21,13,61.0,35.0,0.3971095631794804,0.16291368439143683,90.47619047619047,89.10307692307693,0.0,0.10897435897435895,,,34.0952380952381,0.0,0.6153846153846154,0.6153846153846154,0.7428571428571429,1.4375457756227228,0.01541039434922046,-1.0,,inf,False
62,1606,QUP1- Trial - 1fps,11,9,8,8,93.0,73.0,10.074847350797715,3.7118644067796613,3.03,14.815555555555555,0.5506854256854257,0.5154320987654322,,50.23714285714286,9.140909090909092,10.783333333333335,0.2222222222222222,0.0,0.273972602739726,1.7142282817217587,-0.795485225738713,0.06839567618010714,,-0.15231136714907967,False
63,959,WPO-TimestampingV2,23,15,23,15,100.0,72.0,0.6384791980701271,0.50852724858507,72.82608695652175,73.444,0.21956521739130433,0.24777777777777782,99.56333333333333,99.22357142857143,48.99521739130435,27.37266666666666,0.5333333333333333,0.5333333333333333,0.3888888888888889,0.2555456956271986,-0.008413390385576133,-0.11386235133554322,0.0034242055579151004,0.7899321972516755,False
64,1330,Review and Fix Demo,2,3,0,0,3.0,33.0,3.278688524590164,41.25,0.0,16.666666666666664,0.25,0.5376344086021505,55.0,50.0,1.105,0.7766666666666666,-0.3333333333333333,nan,-0.9090909090909091,-0.9205166418281172,-1.0,-0.5349999999999999,0.1,0.4227467811158799,False
65,1731,XSL1-Classification,1,7,1,6,5.0,274.0,5.9523809523809526,656.8493150684932,0.0,38.51571428571429,0.0,0.10055462685857683,,100.0,0.84,0.12428571428571429,-0.8571428571428571,-0.8333333333333334,-0.9817518248175182,-0.9909379810318287,-1.0,-1.0,,5.758620689655172,False
66,1155,ZF_CUBOIDS_24MAR2022,92,383,70,250,95.0,398.0,0.2187843102111193,1.1537111999765066,1.0869565217391304,0.0,0.9891304347826086,1.0,,81.86538461538458,277.1115217391303,66.66007832898175,-0.7597911227154047,-0.72,-0.7613065326633166,-0.8103647514078267,inf,-0.010869565217391353,,3.157083650150029,False
67,1536,Cuboid Production: NBO,24,34,24,34,32.0,42.0,0.07698530362582735,0.04881889386916058,16.666666666666664,10.294117647058824,0.05555555555555555,0.2794117647058824,81.5,75.83333333333333,376.02166666666676,708.4,-0.29411764705882354,-0.29411764705882354,-0.23809523809523808,0.5769571476190246,0.6190476190476187,-0.8011695906432749,0.07472527472527479,-0.4691958403914924,False
68,1536,Cuboid Production: Gulu,172,132,172,132,268.0,164.0,0.22775186292239102,0.14918782980706408,67.67720930232564,39.89901515151515,0.16739341085271323,0.3247474747474746,98.20171428571427,96.69492187499999,322.38203488372113,859.0747727272728,0.30303030303030304,0.30303030303030304,0.6341463414634146,0.5266115420871075,0.6962125266832713,-0.4845428406090633,0.015582952873803985,-0.6247334398375279,False
69,293,GPL6_FRLPGH_AVATAREVAL_TR,1,10,1,10,1.0,43.0,0.2061855670103093,2.133995037220844,0.0,0.0,0.0,0.0,,,4.85,20.15,-0.9,-0.9,-0.9767441860465116,-0.9033804842963319,,,,-0.7593052109181141,False
